Employee No.,FROM,TO,Designation,Status, Annual Salary ,Station/Place of Assignment,L/V and ABS Without Pay,Separation Cause/d
7904280,1/1/2017,12/31/17,Teacher I,Permanent,"235,440.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 568
7904280,1/1/2018,12/31/18,Teacher I,Permanent,"242,148.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 572
7904280,1/1/2019,8/3/2019,Teacher I,Permanent,"249,048.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 575
7904280,9/3/2019,12/31/19,Teacher I,Permanent,"252,456.00",Hadji Aton Bangal ES/Banaybanay District,,step 2
7904280,1/1/2020,12/31/20,Teacher I,Permanent,"271,200.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 579
7904280,1/1/2021,12/31/21,Teacher I,Permanent,"289,932.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 584
7904280,1/1/2022,8/3/2019,Teacher I,Permanent,"308,676.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 588
7904280,9/3/2022,12/31/22,Teacher I,Permanent,"312,144.00",Hadji Aton Bangal ES/Banaybanay District,,step 3
7904280,1/1/2023,PRESENT,Teacher I,Permanent,"330,876.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 591
7302200,9/7/2007,06/30/07,Teacher I,Permanent,"119,268.00",Hadji Aton Bangal ES/Banaybanay District,,step 1
7302200,1/7/2007,12/31/07,Teacher I,Permanent,"131,196.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 511
7302200,1/1/2008,06/30/08,Teacher I,Permanent,"131,196.00",Hadji Aton Bangal ES/Banaybanay District,,
7302200,1/7/2008,12/31/08,Teacher I,Permanent,"144,312.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 516
7302200,1/1/2009,06/30/09,Teacher I,Permanent,"144,312.00",Hadji Aton Bangal ES/Banaybanay District,,
7302200,1/7/2009,12/31/09,Teacher I,Permanent,"170,376.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 521
7302200,1/1/2010,06/23/10,Teacher I,Permanent,"170,376.00",Hadji Aton Bangal ES/Banaybanay District,,
7302200,06/24/10,8/7/2010,Teacher I,Permanent,"187,788.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 524
7302200,9/7/2010,12/31/10,Teacher I,Permanent,"190,800.00",Hadji Aton Bangal ES/Banaybanay District,, step 2
7302200,1/1/2011,05/31/11,Teacher I,Permanent,"190,800.00",Hadji Aton Bangal ES/Banaybanay District,,
7302200,1/6/2011,12/31/11,Teacher I,Permanent,"207,816.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 530
7302200,1/1/2012,05/31/12,Teacher I,Permanent,"207,816.00",Hadji Aton Bangal ES/Banaybanay District,,
7302200,1/6/2012,12/31/12,Teacher I,Permanent,"224,820.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 540 
7302200,1/1/2013,8/7/2013,Teacher I,Permanent,"224,820.00",Hadji Aton Bangal ES/Banaybanay District,,
7302200,9/7/2013,12/31/13,Teacher I,Permanent,"227,064.00",Hadji Aton Bangal ES/Banaybanay District,, step 3
7302200,1/1/2014,12/31/14,Teacher I,Permanent,"227,064.00",Hadji Aton Bangal ES/Banaybanay District,,
7302200,1/1/2015,12/31/15,Teacher I,Permanent,"227,064.00",Hadji Aton Bangal ES/Banaybanay District,,
7302200,1/1/2016,8/7/2016,Teacher I,Permanent,"233,952.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 562
7302200,9/7/2016,12/31/16,Teacher I,Permanent,"236,508.00",Hadji Aton Bangal ES/Banaybanay District,,step 4
7302200,1/1/2017,12/31/17,Teacher I,Permanent,"243,912.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 568
7302200,1/1/2018,12/31/18,Teacher I,Permanent,"251,556.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 572
7302200,1/1/2019,8/7/2019,Teacher I,Permanent,"259,428.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 575
7302200,9/7/2019,12/31/19,Teacher I,Permanent,"262,980.00",Hadji Aton Bangal ES/Banaybanay District,,step 5
7302200,1/1/2020,12/31/20,Teacher I,Permanent,"281,724.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 579
7302200,1/1/2021,12/31/21,Teacher I,Permanent,"300,456.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 584
7302200,1/1/2022,8/7/2022,Teacher I,Permanent,"319,200.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 588
7302200,9/7/2022,12/31/22,Teacher I,Permanent,"322,812.00",Hadji Aton Bangal ES/Banaybanay District,,step 6
7302200,1/1/2023,PRESENT,Teacher I,Permanent,"341,544.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 591
6355680,08/14/86,12/31/86,EGT- I,Provisional,"16,044.00",Hadji Aton Bangal ES/Banaybanay District,,STEP 1
6355680,1/1/1987,02/28/87,EGT- I,Provisional,"16,044.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/3/1987,12/31/87,EGT- I,Provisional,"19,248.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/1/1988,12/31/88,EGT- I,Provisional,"21,168.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/1/1989,06/30/89,EGT- I,Provisional,"21,168.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/7/1989,12/31/89,EGT- I,Provisional,"37,224.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/1/1990,12/31/90,EGT- I,Provisional,"37,224.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/1/1991,12/31/91,EGT- I,Provisional,"37,224.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/1/1992,12/31/92,EGT- I,Provisional,"37,224.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/1/1993,12/31/93,EGT- I,Provisional,"37,224.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/1/1994,4/6/1994,EGT- I,Provisional,"46,824.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,10/6/1997,1/8/1997,Teacher I,Substitute,"87,708.00",Hadji Aton Bangal ES/Banaybanay District,,Change of status
6355680,4/1/1999,12/31/99,Teacher I,Permanent,"103,260.00",Hadji Aton Bangal ES/Banaybanay District,,STEP 2
6355680,1/1/2000,12/31/00,Teacher I,Permanent,"113,592.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 468
6355680,1/1/2001,06/30/01,Teacher I,Permanent,"113,592.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/7/2001,12/31/01,Teacher I,Permanent,"119,268.00",Hadji Aton Bangal ES/Banaybanay District,,NBC. No. 474
6355680,1/1/2002,4/1/2002,Teacher I,Permanent,"119,268.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,5/1/2002,12/31/02,Teacher I,Permanent,"122,256.00",Hadji Aton Bangal ES/Banaybanay District,,STEP 3
6355680,1/1/2003,12/31/03,Teacher I,Permanent,"122,256.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/1/2004,12/31/04,Teacher I,Permanent,"122,256.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/1/2005,01/20/05,Teacher I,Permanent,"122,256.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,01/21/05,12/31/05,Teacher II,Permanent,"126,420.00",Hadji Aton Bangal ES/Banaybanay District,,"PROMOTED TO T-II, STEP I"
6355680,1/1/2006,12/31/06,Teacher II,Permanent,"126,420.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/1/2007,06/30/07,Teacher II,Permanent,"126,420.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 511
6355680,1/7/2007,12/31/07,Teacher II,Permanent,"139,068.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/1/2008,01/20/08,Teacher II,Permanent,"139,068.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,01/21/08,06/30/08,Teacher II,Permanent,"142,536.00",Hadji Aton Bangal ES/Banaybanay District,,STEP 2
6355680,1/7/2008,12/31/08,Teacher II,Permanent,"156,792.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 516
6355680,1/1/2009,06/30/09,Teacher II,Permanent,"156,792.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/7/2009,12/31/09,Teacher II,Permanent,"185,064.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 521
6355680,1/1/2010,06/23/10,Teacher II,Permanent,"185,064.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,06/24/10,12/31/10,Teacher II,Permanent,"203,940.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 524
6355680,1/1/2011,01/20/11,Teacher II,Permanent,"203,940.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,01/21/11,05/31/11,Teacher II,Permanent,"207,228.00",Hadji Aton Bangal ES/Banaybanay District,,STEP 3
6355680,1/6/2011,12/31/11,Teacher II,Permanent,"225,660.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 530
6355680,1/1/2012,05/31/12,Teacher II,Permanent,"225,660.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/6/2012,12/31/12,Teacher II,Permanent,"244,092.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 540
6355680,1/1/2013,2/1/2013,Teacher II,Permanent,"244,092.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,3/1/2013,12/31/13,Teacher III,Permanent,"257,232.00",Hadji Aton Bangal ES/Banaybanay District,,PROMOTED TO T-III STEP 1
6355680,1/1/2014,01/20/14,Teacher III,Permanent,"257,232.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,01/21/14,12/31/14,Teacher III,Permanent,"257,232.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/1/2015,12/31/15,Teacher III,Permanent,"257,232.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,1/1/2016,2/1/2016,Teacher III,Permanent,"267,936.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 562
6355680,3/1/2016,12/31/16,Teacher III,Permanent,"270,768.00",Hadji Aton Bangal ES/Banaybanay District,,STEP 2
6355680,1/1/2017,12/31/17,Teacher III,Permanent,"282,204.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 568
6355680,1/1/2018,12/31/18,Teacher III,Permanent,"294,120.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 572
6355680,1/1/2019,2/1/2019,Teacher III,Permanent,"306,540.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 575
6355680,3/1/2019,12/31/19,Teacher III,Permanent,"310,332.00",Hadji Aton Bangal ES/Banaybanay District,,STEP 3
6355680,1/1/2020,12/31/20,Teacher III,Permanent,"328,596.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 579
6355680,1/1/2021,12/31/21,Teacher III,Permanent,"346,860.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 584
6355680,1/1/2022,2/1/2022,Teacher III,Permanent,"365,124.00",Hadji Aton Bangal ES/Banaybanay District,,
6355680,3/1/2022,12/31/22,Teacher III,Permanent,"368,964.00",Hadji Aton Bangal ES/Banaybanay District,,"NBC No. 588, STEP 4"
6355680,1/1/2023,PRESENT,Teacher III,Permanent,"387,228.00",Hadji Aton Bangal ES/Banaybanay District,,NBC No. 591
7903270,08/13/15,12/31/15,Teacher I,Permanent,"222,588.00",Hadji Aton Bangal ES/Banaybanay District,,STEP 1
7903270,1/1/2016,12/31/16,Teacher I,Permanent,"228,924.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 562
7903270,1/1/2017,12/31/17,Teacher I,Permanent,"235,440.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 568
7903270,1/1/2018,12/8/2018,Teacher I,Permanent,"242,148.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 572
7903270,08/13/18,12/31/18,Teacher I,Permanent,"245,244.00",Hadji Aton Bangal ES/Banaybanay District,,Step 2
7903270,1/1/2019,12/31/19,Teacher I,Permanent,"252,456.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 575
7903270,1/1/2020,01/29/20,Teacher I,Permanent,"271,200.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 579
7903270,01/30/20,12/31/20,Teacher II,Permanent,"293,940.00",Hadji Aton Bangal ES/Banaybanay District,,PROMOTED TO T-II
7903270,1/1/2021,12/31/21,Teacher II,Permanent,"312,624.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 584
7903270,1/1/2022,12/31/22,Teacher II,Permanent,"331,296.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 588
7903270,1/1/2023,01/29/23,Teacher II,Permanent,"349,980.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 591
7903270,01/30/23,PRESENT,Teacher II,Permanent,"353,388.00",Hadji Aton Bangal ES/Banaybanay District,,STEP 2
7304470,01/28/09,06/30/09,Teacher I,Permanent,"144,312.00",Hadji Aton Bangal ES/Banaybanay District,,STEP 1
7304470,1/7/2009,12/310/09,Teacher I,Permanent,"170,376.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 521
7304470,1/1/2010,06/23/10,Teacher I,Permanent,"170,376.00",Hadji Aton Bangal ES/Banaybanay District,,
7304470,06/24/10,12/31/10,Teacher I,Permanent,"187,788.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 524
7304470,1/1/2011,05/31/11,Teacher I,Permanent,"187,788.00",Hadji Aton Bangal ES/Banaybanay District,,
7304470,1/6/2011,12/31/11,Teacher I,Permanent,"205,188.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 530
7304470,1/1/2012,01/27/12,Teacher I,Permanent,"205,188.00",Hadji Aton Bangal ES/Banaybanay District,,
7304470,01/28/12,05/31/12,Teacher I,Permanent,"207,816.00",Hadji Aton Bangal ES/Banaybanay District,,step 2
7304470,1/6/2012,12/31/12,Teacher I,Permanent,"224,820.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 540
7304470,1/1/2013,12/31/13,Teacher I,Permanent,"224,820.00",Hadji Aton Bangal ES/Banaybanay District,,
7304470,1/1/2014,12/31/14,Teacher I,Permanent,"224,820.00",Hadji Aton Bangal ES/Banaybanay District,,
7304470,1/1/2015,01/27/15,Teacher I,Permanent,"224,820.00",Hadji Aton Bangal ES/Banaybanay District,,
7304470,01/28/15,12/31/15,Teacher I,Permanent,"227,064.00",Hadji Aton Bangal ES/Banaybanay District,,step 3
7304470,1/1/2016,12/31/16,Teacher I,Permanent,"233,952.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 562
7304470,1/1/2017,12/31/17,Teacher I,Permanent,"241,056.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 568
7304470,1/1/2018,01/27/18,Teacher I,Permanent,"248,376.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 572
7304470,01/28/18,12/31/18,Teacher I,Permanent,"251,556.00",Hadji Aton Bangal ES/Banaybanay District,,step 4
7304470,1/1/2019,12/31/19,Teacher I,Permanent,"259,428.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 575
7304470,1/1/2020,12/31/20,Teacher I,Permanent,"278,172.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 579
7304470,1/1/2021,01/27/21,Teacher I,Permanent,"296,904.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 584
7304470,01/28/21,12/31/21,Teacher I,Permanent,"300,456.00",Hadji Aton Bangal ES/Banaybanay District,,step 5
7304470,1/1/2022,12/31/22,Teacher I,Permanent,"319,200.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 588
7304470,1/1/2023,PRESENT,Teacher I,Permanent,"337,932.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 591
7309435,9/7/2007,9/9/2007,Teacher I,SUBS,"131,196.00",BANAYBANAY DISTRICT,,
7309435,12/10/2007,12/31/07,Teacher I,CONTR'L,"50,000.00",BANAYBANAY DISTRICT,,
7309435,1/1/2008,03/31/08,Teacher I,CONTR'L,"50,000.00",BANAYBANAY DISTRICT,,
7309435,1/6/2008,12/31/08,Teacher I,CONTR'L,"50,000.00",BANAYBANAY DISTRICT,,
7309435,1/1/2009,03/31/09,Teacher I,CONTR'L,"50,000.00",BANAYBANAY DISTRICT,,
7309435,1/6/2009,12/31/09,Teacher I,CONTR'L,"50,000.00",BANAYBANAY DISTRICT,,
7309435,1/1/2010,03/31/10,Teacher I,CONTR'L,"50,000.00",BANAYBANAY DISTRICT,,
7309435,1/6/2010,12/31/10,Teacher I,CONTR'L,"50,000.00",BANAYBANAY DISTRICT,,
7309435,1/1/2011,03/31/11,Teacher I,CONTR'L,"50,000.00",BANAYBANAY DISTRICT,,
7309435,1/6/2011,12/31/11,Teacher I,CONTR'L,"50,000.00",BANAYBANAY DISTRICT,,
7309435,1/1/2012,07/24/12,Teacher I,CONTR'L,"50,000.00",BANAYBANAY DISTRICT,,
7309435,07/25/12,12/31/12,Teacher I,Permanent,"222,588.00",LUPON WEST DISTRICT,,step 1
7309435,1/1/2013,12/31/13,Teacher I,Permanent,"222,588.00",LUPON WEST DISTRICT,,
7309435,1/1/2014,12/31/14,Teacher I,Permanent,"222,588.00",LUPON WEST DISTRICT,,
7309435,1/1/2015,07/24/15,Teacher I,Permanent,"222,588.00",LUPON WEST DISTRICT,,
7309435,07/25/15,12/31/15,Teacher I,Permanent,"224,820.00",LUPON WEST DISTRICT,,Step 2
7309435,1/1/2016,12/31/16,Teacher I,Permanent,"231,432.00",LUPON WEST DISTRICT,,NBC 562
7309435,1/1/2017,08/22/17,Teacher I,Permanent,"238,236.00",LUPON WEST DISTRICT,,NBC 568
7309435,08/23/17,12/31/17,Teacher I,Permanent,"238,236.00",Hadji Aton Bangal ES/Banaybanay District,,TRANSFERRED TO BANAYBANAY DIST.
7309435,1/1/2018,07/24/18,Teacher I,Permanent,"245,244.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 572
7309435,07/25/18,12/31/18,Teacher I,Permanent,"248,376.00",Hadji Aton Bangal ES/Banaybanay District,,Step 3
7309435,1/1/2019,12/31/19,Teacher I,Permanent,"255,924.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 575
7309435,1/1/2020,12/31/20,Teacher I,Permanent,"274,668.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 579
7309435,1/1/2021,07/24/21,Teacher I,Permanent,"293,400.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 584
7309435,07/25/21,12/31/21,Teacher I,Permanent,"296,904.00",Hadji Aton Bangal ES/Banaybanay District,,Step 4
7309435,1/1/2022,12/31/22,Teacher I,Permanent,"315,648.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 588
7309435,1/1/2023,PRESENT,Teacher I,Permanent,"334,380.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 591
9129946,08/22/17,12/31/17,Teacher I,Permanent,"235,440.00",Hadji Aton Bangal ES/Banaybanay District,,step 1
9129946,1/1/2018,12/31/18,Teacher I,Permanent,"242,148.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 572
9129946,1/1/2019,12/31/19,Teacher I,Permanent,"242,148.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 575
9129946,1/1/2020,08/21/20,Teacher I,Permanent,"242,148.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 579
9129946,08/22/20,12/31/20,Teacher I,Permanent,"235,440.00",Hadji Aton Bangal ES/Banaybanay District,,step 2
9129946,1/1/2021,12/31/21,Teacher I,Permanent,"289,932.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 584
9129946,1/1/2022,12/31/22,Teacher I,Permanent,"308,676.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 588
9129946,1/1/2023,08/21/23,Teacher I,Permanent,"327,408.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 591
9129946,08/22/23,PRESENT,Teacher I,Permanent,"330,876.00",Hadji Aton Bangal ES/Banaybanay District,,step 3
7308170,07/19/11,12/31/11,Teacher I,Permanent,"205,188.00",Hadji Aton Bangal ES/Banaybanay District,,STEP 1
7308170,1/1/2012,05/31/12,Teacher I,Permanent,"205,188.00",Hadji Aton Bangal ES/Banaybanay District,,
7308170,1/6/2012,12/31/12,Teacher I,Permanent,"222,588.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 540
7308170,1/1/2013,12/31/13,Teacher I,Permanent,"222,588.00",Hadji Aton Bangal ES/Banaybanay District,,
7308170,1/1/2014,07/18/14,Teacher I,Permanent,"222,588.00",Hadji Aton Bangal ES/Banaybanay District,,
7308170,07/19/14,12/31/14,Teacher I,Permanent,"224,820.00",Hadji Aton Bangal ES/Banaybanay District,,step 2
7308170,1/1/2015,12/31/15,Teacher I,Permanent,"224,820.00",Hadji Aton Bangal ES/Banaybanay District,,
7308170,1/1/2016,12/31/16,Teacher I,Permanent,"231,432.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 562
7308170,1/1/2017,07/18/17,Teacher I,Permanent,"238,236.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 568
7308170,07/19/17,12/31/17,Teacher I,Permanent,"241,056.00",Hadji Aton Bangal ES/Banaybanay District,,step 3
7308170,1/1/2018,12/31/18,Teacher I,Permanent,"248,376.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 572
7308170,1/1/2019,12/31/19,Teacher I,Permanent,"255,924.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 575
7308170,1/1/2020,07/18/20,Teacher I,Permanent,"274,668.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 579
7308170,07/19/20,12/31/20,Teacher I,Permanent,"278,172.00",Hadji Aton Bangal ES/Banaybanay District,,Step 4
7308170,1/1/2021,12/31/21,Teacher I,Permanent,"296,904.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 584
7308170,1/1/2022,12/31/22,Teacher I,Permanent,"315,648.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 588
7308170,1/1/2023,07/18/23,Teacher I,Permanent,"334,380.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 591
7308170,07/19/23,PRESENT,Teacher I,Permanent,"337,932.00",Hadji Aton Bangal ES/Banaybanay District,,Step 5
7321690,08/20/20,12/31/20,Teacher I,Permanent,"267,792.00",Hadji Aton Bangal ES/Banaybanay District,,"Step 1, NBC No. 579"
7321690,1/1/2021,12/31/21,Teacher I,Permanent,"286,524.00",Hadji Aton Bangal ES/Banaybanay District,,NBC. No. 584
7321690,1/1/2022,12/31/22,Teacher I,Permanent,"305,268.00",Hadji Aton Bangal ES/Banaybanay District,,NBC. No. 588
7321690,1/1/2023,08/19/23,Teacher I,Permanent,"324,000.00",Hadji Aton Bangal ES/Banaybanay District,,NBC. No. 591
7321690,08/20/23,PRESENT,Teacher I,Permanent,"327,408.00",Hadji Aton Bangal ES/Banaybanay District,,STEP 2
5175810,06/15/87,12/31/87,EGT- I,Permanent,"16,044.00",Hadji Aton Bangal ES/Banaybanay District,,
5175810,1/1/1988,12/31/93,EGT- I,Permanent,"37,224.00",Hadji Aton Bangal ES/Banaybanay District,,
5175810,10/15/88,12/31/88,EGT- I,Permanent,"21,168.00",Hadji Aton Bangal ES/Banaybanay District,,
5175810,1/1/1989,06/30/89,EGT- I,Permanent,"21,168.00",Hadji Aton Bangal ES/Banaybanay District,,
5175810,1/7/1989,12/31/89,EGT- I,Permanent,"37,224.00",Hadji Aton Bangal ES/Banaybanay District,,
5175810,1/1/1990,12/31/90,EGT- I,Permanent,"37,224.00",Hadji Aton Bangal ES/Banaybanay District,,
5175810,1/1/1991,12/31/91,EGT- I,Permanent,"37,224.00",Hadji Aton Bangal ES/Banaybanay District,,
5175810,1/1/1992,12/31/92,EGT- I,Permanent,"37,224.00",Hadji Aton Bangal ES/Banaybanay District,,
5175810,1/1/1993,12/31/93,EGT- I,Permanent,"37,224.00",Hadji Aton Bangal ES/Banaybanay District,,
5175810,1/1/1994,12/31/94,Teacher I,Permanent,"46,824.00",Hadji Aton Bangal ES/Banaybanay District,,NCC 72
5175810,1/1/1995,12/31/95,Teacher I,Permanent,"58,824.00",Hadji Aton Bangal ES/Banaybanay District,,NCC 74
5175810,1/1/1996,12/31/96,Teacher I,Permanent,"72,156.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 448
5175810,1/1/1997,10/31/97,Teacher I,Permanent,"87,708.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 458 A
5175810,1/11/1997,12/31/97,Teacher I,Permanent,"103,260.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 458 B
5175810,1/1/1998,12/31/98,Teacher I,Permanent,"103,260.00",Hadji Aton Bangal ES/Banaybanay District,,
5175810,1/1/1999,09/15/99,Teacher I,Permanent,"103,260.00",Hadji Aton Bangal ES/Banaybanay District,,
5175810,09/16/99,12/31/99,Teacher II,Permanent,"109,452.00",Hadji Aton Bangal ES/Banaybanay District,,PROMOTED TO T-II
5175810,1/1/2000,12/31/00,Teacher II,Permanent,"120,396.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 468
5175810,1/1/2001,06/30/01,Teacher II,Permanent,"120,396.00",Hadji Aton Bangal ES/Banaybanay District,,
5175810,1/7/2001,12/31/01,Teacher II,Permanent,"126,420.00",Hadji Aton Bangal ES/Banaybanay District,,NBC 474
5175810,1/1/2002,09/15/02,Teacher II,Permanent,"126,420.00",Hadji Aton Bangal ES/Banaybanay District,,
5175810,09/16/02,12/31/02,Teacher II,Permanent,"129,576.00",Hadji Aton Bangal ES/Banaybanay District,,STEP 2
